sample	hap	chromosome	t2t_pass	in_filtered_fasta	status	HSat2_raw_regions	HSat3_raw_regions
NA19087	NA19087_hap2	chr7	1	1	PASS	23	15
NA19087	NA19087_hap2	chr8	1	1	PASS	0	0
NA19087	NA19087_hap2	chr9	1	1	PASS	1	135
NA19087	NA19087_hap2	chrX	1	1	PASS	0	0
NA19129	NA19129_hap1	chr1	1	1	PASS	7	5
NA19129	NA19129_hap1	chr10	1	1	PASS	4	6
NA19129	NA19129_hap1	chr11	1	1	PASS	0	0
NA19129	NA19129_hap1	chr12	1	1	PASS	0	0
NA19129	NA19129_hap1	chr17	1	1	PASS	2	5
NA19129	NA19129_hap1	chr18	1	1	PASS	0	0
NA19129	NA19129_hap1	chr19	1	1	PASS	0	0
NA19129	NA19129_hap1	chr2	1	1	PASS	11	4
NA19129	NA19129_hap1	chr20	1	1	PASS	0	3
NA19129	NA19129_hap1	chr4	1	1	PASS	0	2
NA19129	NA19129_hap1	chr5	1	1	PASS	0	1
NA19129	NA19129_hap1	chr6	1	1	PASS	0	0
NA19129	NA19129_hap1	chr8	1	1	PASS	0	0
NA19129	NA19129_hap1	chr9	1	1	PASS	1	148
NA19129	NA19129_hap1	chrX	1	1	PASS	0	0
NA19129	NA19129_hap2	chr1	1	1	PASS	7	5
NA19129	NA19129_hap2	chr10	1	1	PASS	4	6
NA19129	NA19129_hap2	chr11	1	1	PASS	0	0
NA19129	NA19129_hap2	chr12	1	1	PASS	0	0
NA19129	NA19129_hap2	chr17	1	1	PASS	2	5
NA19129	NA19129_hap2	chr18	1	1	PASS	0	0
NA19129	NA19129_hap2	chr19	1	1	PASS	0	0
NA19129	NA19129_hap2	chr2	1	1	PASS	7	2
NA19129	NA19129_hap2	chr20	1	1	PASS	0	3
NA19129	NA19129_hap2	chr3	1	1	PASS	0	1
NA19129	NA19129_hap2	chr4	1	1	PASS	0	2
NA19129	NA19129_hap2	chr5	1	1	PASS	0	1
NA19129	NA19129_hap2	chr6	1	1	PASS	0	0
NA19129	NA19129_hap2	chr7	1	1	PASS	23	18
NA19129	NA19129_hap2	chr8	1	1	PASS	0	0
NA19129	NA19129_hap2	chr9	1	1	PASS	1	149
NA19129	NA19129_hap2	chrX	1	1	PASS	0	0
NA19159	NA19159_hap1	chr1	1	1	PASS	7	5
NA19159	NA19159_hap1	chr10	1	1	PASS	4	6
NA19159	NA19159_hap1	chr11	1	1	PASS	0	0
NA19159	NA19159_hap1	chr12	1	1	PASS	0	0
NA19159	NA19159_hap1	chr16	1	1	PASS	18	4
NA19159	NA19159_hap1	chr17	1	1	PASS	2	5
NA19159	NA19159_hap1	chr18	1	1	PASS	0	0
NA19159	NA19159_hap1	chr19	1	1	PASS	0	0
NA19159	NA19159_hap1	chr2	1	1	PASS	11	4
NA19159	NA19159_hap1	chr20	1	1	PASS	0	3
NA19159	NA19159_hap1	chr3	1	1	PASS	0	1
NA19159	NA19159_hap1	chr4	1	1	PASS	0	2
NA19159	NA19159_hap1	chr5	1	1	PASS	0	1
NA19159	NA19159_hap1	chr7	1	1	PASS	19	13
NA19159	NA19159_hap1	chr8	1	1	PASS	0	0
NA19159	NA19159_hap1	chr9	1	1	PASS	1	147
NA19159	NA19159_hap1	chrX	1	1	PASS	0	0
NA19159	NA19159_hap2	chr1	1	1	PASS	7	5
NA19159	NA19159_hap2	chr10	1	1	PASS	4	6
NA19159	NA19159_hap2	chr11	1	1	PASS	0	0
NA19159	NA19159_hap2	chr12	1	1	PASS	0	0
NA19159	NA19159_hap2	chr17	1	1	PASS	2	5
NA19159	NA19159_hap2	chr18	1	1	PASS	0	0
NA19159	NA19159_hap2	chr19	1	1	PASS	0	0
NA19159	NA19159_hap2	chr2	1	1	PASS	11	4
NA19159	NA19159_hap2	chr20	1	1	PASS	0	3
NA19159	NA19159_hap2	chr3	1	1	PASS	0	1
NA19159	NA19159_hap2	chr4	1	1	PASS	0	2
NA19159	NA19159_hap2	chr5	1	1	PASS	0	1
NA19159	NA19159_hap2	chr7	1	1	PASS	21	20
NA19159	NA19159_hap2	chr8	1	1	PASS	0	0
NA19159	NA19159_hap2	chr9	1	1	PASS	1	73
NA19185	NA19185_hap1	chr1	1	1	PASS	7	5
NA19185	NA19185_hap1	chr10	1	1	PASS	4	6
NA19185	NA19185_hap1	chr11	1	1	PASS	0	0
NA19185	NA19185_hap1	chr12	1	1	PASS	0	0
NA19185	NA19185_hap1	chr16	1	1	PASS	20	6
NA19185	NA19185_hap1	chr17	1	1	PASS	2	5
NA19185	NA19185_hap1	chr18	1	1	PASS	0	0
NA19185	NA19185_hap1	chr19	1	1	PASS	0	0
NA19185	NA19185_hap1	chr2	1	1	PASS	11	4
NA19185	NA19185_hap1	chr20	1	1	PASS	0	3
NA19185	NA19185_hap1	chr3	1	1	PASS	0	1
NA19185	NA19185_hap1	chr4	1	1	PASS	0	2
NA19185	NA19185_hap1	chr5	1	1	PASS	0	1
NA19185	NA19185_hap1	chr6	1	1	PASS	0	0
NA19185	NA19185_hap1	chr7	1	1	PASS	20	10
NA19185	NA19185_hap1	chr8	1	1	PASS	0	0
NA19185	NA19185_hap1	chr9	1	1	PASS	1	135
NA19185	NA19185_hap1	chrX	1	1	PASS	0	0
NA19185	NA19185_hap2	chr1	1	1	PASS	7	4
NA19185	NA19185_hap2	chr10	1	1	PASS	4	6
NA19185	NA19185_hap2	chr11	1	1	PASS	0	0
NA19185	NA19185_hap2	chr12	1	1	PASS	0	0
NA19185	NA19185_hap2	chr16	1	1	PASS	18	4
NA19185	NA19185_hap2	chr17	1	1	PASS	2	5
NA19185	NA19185_hap2	chr18	1	1	PASS	0	0
NA19185	NA19185_hap2	chr19	1	1	PASS	0	0
NA19185	NA19185_hap2	chr2	1	1	PASS	11	4
NA19185	NA19185_hap2	chr20	1	1	PASS	0	3
NA19185	NA19185_hap2	chr3	1	1	PASS	0	1
NA19185	NA19185_hap2	chr4	1	1	PASS	0	2
NA19185	NA19185_hap2	chr5	1	1	PASS	0	1
NA19185	NA19185_hap2	chr6	1	1	PASS	0	0
NA19185	NA19185_hap2	chr7	1	1	PASS	22	18
NA19185	NA19185_hap2	chr8	1	1	PASS	0	0
NA19185	NA19185_hap2	chr9	1	1	PASS	1	168
NA19185	NA19185_hap2	chrX	1	1	PASS	0	0
NA19238	NA19238_hap1	chr10	1	1	PASS	4	6
NA19238	NA19238_hap1	chr11	1	1	PASS	0	0
NA19238	NA19238_hap1	chr12	1	1	PASS	0	0
NA19238	NA19238_hap1	chr16	1	1	PASS	19	5
NA19238	NA19238_hap1	chr17	1	1	PASS	2	5
NA19238	NA19238_hap1	chr18	1	1	PASS	0	0
NA19238	NA19238_hap1	chr19	1	1	PASS	0	0
NA19238	NA19238_hap1	chr2	1	1	PASS	11	4
NA19238	NA19238_hap1	chr20	1	1	PASS	0	3
NA19238	NA19238_hap1	chr3	1	1	PASS	0	1
NA19238	NA19238_hap1	chr4	1	1	PASS	0	2
NA19238	NA19238_hap1	chr5	1	1	PASS	0	1
NA19238	NA19238_hap1	chr7	1	1	PASS	20	18
NA19238	NA19238_hap1	chr8	1	1	PASS	0	0
NA19238	NA19238_hap1	chr9	1	1	PASS	1	142
NA19238	NA19238_hap1	chrX	1	1	PASS	0	0
NA19238	NA19238_hap2	chr1	1	1	PASS	8	5
NA19238	NA19238_hap2	chr10	1	1	PASS	4	6
NA19238	NA19238_hap2	chr11	1	1	PASS	0	0
NA19238	NA19238_hap2	chr12	1	1	PASS	0	0
NA19238	NA19238_hap2	chr17	1	1	PASS	2	5
NA19238	NA19238_hap2	chr18	1	1	PASS	0	0
NA19238	NA19238_hap2	chr19	1	1	PASS	0	0
NA19238	NA19238_hap2	chr2	1	1	PASS	11	4
NA19238	NA19238_hap2	chr20	1	1	PASS	0	3
NA19238	NA19238_hap2	chr3	1	1	PASS	0	1
NA19238	NA19238_hap2	chr4	1	1	PASS	0	2
NA19238	NA19238_hap2	chr5	1	1	PASS	0	1
NA19238	NA19238_hap2	chr6	1	1	PASS	0	0
NA19238	NA19238_hap2	chr7	1	1	PASS	19	12
NA19238	NA19238_hap2	chr8	1	1	PASS	0	0
NA19238	NA19238_hap2	chr9	1	1	PASS	1	187
NA19238	NA19238_hap2	chrX	1	1	PASS	0	0
NA19239	NA19239_hap1	chr10	1	1	PASS	4	6
NA19239	NA19239_hap1	chr11	1	1	PASS	0	0
NA19239	NA19239_hap1	chr12	1	1	PASS	0	0
NA19239	NA19239_hap1	chr16	1	1	PASS	17	3
NA19239	NA19239_hap1	chr17	1	1	PASS	2	5
NA19239	NA19239_hap1	chr18	1	1	PASS	0	0
NA19239	NA19239_hap1	chr19	1	1	PASS	0	0
NA19239	NA19239_hap1	chr2	1	1	PASS	11	4
NA19239	NA19239_hap1	chr20	1	1	PASS	0	3
NA19239	NA19239_hap1	chr3	1	1	PASS	0	1
NA19239	NA19239_hap1	chr4	1	1	PASS	0	2
NA19239	NA19239_hap1	chr5	1	1	PASS	0	1
NA19239	NA19239_hap1	chr6	1	1	PASS	0	0
NA19239	NA19239_hap1	chr7	1	1	PASS	23	18
NA19239	NA19239_hap1	chr8	1	1	PASS	0	0
NA19239	NA19239_hap1	chr9	1	1	PASS	1	161
NA19239	NA19239_hap2	chr10	1	1	PASS	4	6
NA19239	NA19239_hap2	chr11	1	1	PASS	0	0
NA19239	NA19239_hap2	chr12	1	1	PASS	0	0
NA19239	NA19239_hap2	chr16	1	1	PASS	17	3
NA19239	NA19239_hap2	chr17	1	1	PASS	2	5
NA19239	NA19239_hap2	chr18	1	1	PASS	0	0
NA19239	NA19239_hap2	chr19	1	1	PASS	0	0
NA19239	NA19239_hap2	chr2	1	1	PASS	11	4
NA19239	NA19239_hap2	chr20	1	1	PASS	0	3
NA19239	NA19239_hap2	chr3	1	1	PASS	0	1
NA19239	NA19239_hap2	chr5	1	1	PASS	0	1
NA19239	NA19239_hap2	chr6	1	1	PASS	0	0
NA19239	NA19239_hap2	chr7	1	1	PASS	21	16
NA19239	NA19239_hap2	chr8	1	1	PASS	0	0
NA19239	NA19239_hap2	chr9	1	1	PASS	1	165
NA19239	NA19239_hap2	chrX	1	1	PASS	0	0
NA19240	NA19240_hap1	chr10	1	1	PASS	4	6
NA19240	NA19240_hap1	chr11	1	1	PASS	0	0
NA19240	NA19240_hap1	chr12	1	1	PASS	0	0
NA19240	NA19240_hap1	chr16	1	1	PASS	20	6
NA19240	NA19240_hap1	chr17	1	1	PASS	2	5
NA19240	NA19240_hap1	chr18	1	1	PASS	0	0
NA19240	NA19240_hap1	chr19	1	1	PASS	0	0
NA19240	NA19240_hap1	chr2	1	1	PASS	11	4
NA19240	NA19240_hap1	chr20	1	1	PASS	0	3
NA19240	NA19240_hap1	chr3	1	1	PASS	0	1
NA19240	NA19240_hap1	chr4	1	1	PASS	0	2
NA19240	NA19240_hap1	chr5	1	1	PASS	0	1
NA19240	NA19240_hap1	chr6	1	1	PASS	0	0
NA19240	NA19240_hap1	chr7	1	1	PASS	23	16
NA19240	NA19240_hap1	chr8	1	1	PASS	0	0
NA19240	NA19240_hap1	chr9	1	1	PASS	1	187
NA19240	NA19240_hap1	chrX	1	1	PASS	0	0
NA19240	NA19240_hap2	chr1	1	1	PASS	5	0
NA19240	NA19240_hap2	chr10	1	1	PASS	4	6
NA19240	NA19240_hap2	chr11	1	1	PASS	0	0
NA19240	NA19240_hap2	chr12	1	1	PASS	0	0
NA19240	NA19240_hap2	chr16	1	1	PASS	19	5
NA19240	NA19240_hap2	chr17	1	1	PASS	2	5
NA19240	NA19240_hap2	chr18	1	1	PASS	0	0
NA19240	NA19240_hap2	chr19	1	1	PASS	0	0
NA19240	NA19240_hap2	chr2	1	1	PASS	11	4
NA19240	NA19240_hap2	chr20	1	1	PASS	0	3
NA19240	NA19240_hap2	chr3	1	1	PASS	0	1
NA19240	NA19240_hap2	chr4	1	1	PASS	0	2
NA19240	NA19240_hap2	chr5	1	1	PASS	0	1
NA19240	NA19240_hap2	chr6	1	1	PASS	0	0
NA19240	NA19240_hap2	chr7	1	1	PASS	22	18
NA19240	NA19240_hap2	chr8	1	1	PASS	0	0
NA19240	NA19240_hap2	chrX	1	1	PASS	0	0
NA19317	NA19317_hap1	chr1	1	1	PASS	7	6
NA19317	NA19317_hap1	chr10	1	1	PASS	4	6
NA19317	NA19317_hap1	chr11	1	1	PASS	0	0
NA19317	NA19317_hap1	chr12	1	1	PASS	0	0
NA19317	NA19317_hap1	chr17	1	1	PASS	2	5
NA19317	NA19317_hap1	chr18	1	1	PASS	0	0
NA19317	NA19317_hap1	chr19	1	1	PASS	0	0
NA19317	NA19317_hap1	chr2	1	1	PASS	11	4
NA19317	NA19317_hap1	chr20	1	1	PASS	0	3
NA19317	NA19317_hap1	chr3	1	1	PASS	0	1
NA19317	NA19317_hap1	chr4	1	1	PASS	0	2
NA19317	NA19317_hap1	chr5	1	1	PASS	0	1
NA19317	NA19317_hap1	chr6	1	1	PASS	0	0
NA19317	NA19317_hap1	chr7	1	1	PASS	22	17
NA19317	NA19317_hap1	chr8	1	1	PASS	0	0
NA19317	NA19317_hap1	chr9	1	1	PASS	1	133
NA19317	NA19317_hap2	chr1	1	1	PASS	7	5
NA19317	NA19317_hap2	chr10	1	1	PASS	4	6
NA19317	NA19317_hap2	chr11	1	1	PASS	0	0
NA19317	NA19317_hap2	chr12	1	1	PASS	0	0
NA19317	NA19317_hap2	chr17	1	1	PASS	2	5
NA19317	NA19317_hap2	chr18	1	1	PASS	0	0
NA19317	NA19317_hap2	chr19	1	1	PASS	0	0
NA19317	NA19317_hap2	chr2	1	1	PASS	11	4
NA19317	NA19317_hap2	chr20	1	1	PASS	0	3
NA19317	NA19317_hap2	chr3	1	1	PASS	0	1
NA19317	NA19317_hap2	chr4	1	1	PASS	0	2
NA19317	NA19317_hap2	chr5	1	1	PASS	0	1
NA19317	NA19317_hap2	chr6	1	1	PASS	0	0
NA19317	NA19317_hap2	chr7	1	1	PASS	23	13
NA19317	NA19317_hap2	chr8	1	1	PASS	0	0
NA19317	NA19317_hap2	chr9	1	1	PASS	1	166
NA19317	NA19317_hap2	chrX	1	1	PASS	0	0
NA19331	NA19331_hap1	chr10	1	1	PASS	4	6
NA19331	NA19331_hap1	chr11	1	1	PASS	0	0
NA19331	NA19331_hap1	chr12	1	1	PASS	0	0
NA19331	NA19331_hap1	chr16	1	1	PASS	19	5
NA19331	NA19331_hap1	chr18	1	1	PASS	0	0
NA19331	NA19331_hap1	chr19	1	1	PASS	0	0
NA19331	NA19331_hap1	chr20	1	1	PASS	0	3
NA19331	NA19331_hap1	chr3	1	1	PASS	0	1
NA19331	NA19331_hap1	chr4	1	1	PASS	0	2
NA19331	NA19331_hap1	chr5	1	1	PASS	0	1
NA19331	NA19331_hap1	chr6	1	1	PASS	0	0
NA19331	NA19331_hap1	chr8	1	1	PASS	0	0
NA19331	NA19331_hap2	chr10	1	1	PASS	4	5
NA19331	NA19331_hap2	chr11	1	1	PASS	0	0
NA19331	NA19331_hap2	chr12	1	1	PASS	0	0
NA19331	NA19331_hap2	chr16	1	1	PASS	19	5
NA19331	NA19331_hap2	chr17	1	1	PASS	2	5
NA19331	NA19331_hap2	chr18	1	1	PASS	0	0
NA19331	NA19331_hap2	chr19	1	1	PASS	0	0
NA19331	NA19331_hap2	chr2	1	1	PASS	11	4
NA19331	NA19331_hap2	chr20	1	1	PASS	0	3
NA19331	NA19331_hap2	chr3	1	1	PASS	0	1
NA19331	NA19331_hap2	chr5	1	1	PASS	0	1
NA19331	NA19331_hap2	chr6	1	1	PASS	0	0
NA19331	NA19331_hap2	chr8	1	1	PASS	0	0
NA19331	NA19331_hap2	chr9	1	1	PASS	1	227
NA19331	NA19331_hap2	chrX	1	1	PASS	0	0
NA19338	NA19338_hap1	chr10	1	1	PASS	4	6
NA19338	NA19338_hap1	chr11	1	1	PASS	0	0
NA19338	NA19338_hap1	chr12	1	1	PASS	0	0
NA19338	NA19338_hap1	chr16	1	1	PASS	20	6
NA19338	NA19338_hap1	chr18	1	1	PASS	0	0
NA19338	NA19338_hap1	chr19	1	1	PASS	0	0
NA19338	NA19338_hap1	chr2	1	1	PASS	11	4
NA19338	NA19338_hap1	chr20	1	1	PASS	0	3
NA19338	NA19338_hap1	chr3	1	1	PASS	0	1
NA19338	NA19338_hap1	chr4	1	1	PASS	0	2
NA19338	NA19338_hap1	chr5	1	1	PASS	0	1
NA19338	NA19338_hap1	chr6	1	1	PASS	0	0
NA19338	NA19338_hap1	chr8	1	1	PASS	0	0
NA19338	NA19338_hap1	chr9	1	1	PASS	1	180
NA19338	NA19338_hap1	chrX	1	1	PASS	0	0
NA19338	NA19338_hap2	chr10	1	1	PASS	4	6
NA19338	NA19338_hap2	chr11	1	1	PASS	0	0
NA19338	NA19338_hap2	chr12	1	1	PASS	0	0
NA19338	NA19338_hap2	chr16	1	1	PASS	21	6
NA19338	NA19338_hap2	chr17	1	1	PASS	2	5
NA19338	NA19338_hap2	chr18	1	1	PASS	0	0
NA19338	NA19338_hap2	chr19	1	1	PASS	0	0
NA19338	NA19338_hap2	chr2	1	1	PASS	11	4
NA19338	NA19338_hap2	chr20	1	1	PASS	0	3
NA19338	NA19338_hap2	chr3	1	1	PASS	0	1
NA19338	NA19338_hap2	chr4	1	1	PASS	0	2
NA19338	NA19338_hap2	chr5	1	1	PASS	0	1
NA19338	NA19338_hap2	chr6	1	1	PASS	0	0
NA19338	NA19338_hap2	chr7	1	1	PASS	18	13
NA19338	NA19338_hap2	chr8	1	1	PASS	0	0
NA19338	NA19338_hap2	chr9	1	1	PASS	1	140
NA19338	NA19338_hap2	chrX	1	1	PASS	0	0
NA19347	NA19347_hap1	chr10	1	1	PASS	4	6
NA19347	NA19347_hap1	chr11	1	1	PASS	0	0
NA19347	NA19347_hap1	chr12	1	1	PASS	0	0
NA19347	NA19347_hap1	chr16	1	1	PASS	20	6
NA19347	NA19347_hap1	chr17	1	1	PASS	2	5
NA19347	NA19347_hap1	chr18	1	1	PASS	0	0
NA19347	NA19347_hap1	chr19	1	1	PASS	0	0
NA19347	NA19347_hap1	chr20	1	1	PASS	0	3
NA19347	NA19347_hap1	chr3	1	1	PASS	0	1
NA19347	NA19347_hap1	chr4	1	1	PASS	0	2
NA19347	NA19347_hap1	chr5	1	1	PASS	0	1
NA19347	NA19347_hap1	chr6	1	1	PASS	0	0
NA19347	NA19347_hap1	chr7	1	1	PASS	21	18
NA19347	NA19347_hap1	chr8	1	1	PASS	0	0
NA19347	NA19347_hap1	chr9	1	1	PASS	1	121
NA19347	NA19347_hap2	chr1	1	1	PASS	15	5
NA19347	NA19347_hap2	chr10	1	1	PASS	4	6
NA19347	NA19347_hap2	chr11	1	1	PASS	0	0
NA19347	NA19347_hap2	chr12	1	1	PASS	0	0
NA19347	NA19347_hap2	chr16	1	1	PASS	20	6
NA19347	NA19347_hap2	chr17	1	1	PASS	2	5
NA19347	NA19347_hap2	chr18	1	1	PASS	0	0
NA19347	NA19347_hap2	chr19	1	1	PASS	0	0
NA19347	NA19347_hap2	chr2	1	1	PASS	11	4
NA19347	NA19347_hap2	chr20	1	1	PASS	0	3
NA19347	NA19347_hap2	chr3	1	1	PASS	0	1
NA19347	NA19347_hap2	chr4	1	1	PASS	0	2
NA19347	NA19347_hap2	chr5	1	1	PASS	0	1
NA19347	NA19347_hap2	chr6	1	1	PASS	0	0
NA19347	NA19347_hap2	chr7	1	1	PASS	23	16
NA19347	NA19347_hap2	chr8	1	1	PASS	0	0
NA19347	NA19347_hap2	chr9	1	1	PASS	1	177
NA19347	NA19347_hap2	chrX	1	1	PASS	0	0
NA19384	NA19384_hap1	chr1	1	1	PASS	10	4
NA19384	NA19384_hap1	chr10	1	1	PASS	4	6
NA19384	NA19384_hap1	chr11	1	1	PASS	0	0
NA19384	NA19384_hap1	chr12	1	1	PASS	0	0
NA19384	NA19384_hap1	chr16	1	1	PASS	19	5
NA19384	NA19384_hap1	chr17	1	1	PASS	2	5
NA19384	NA19384_hap1	chr19	1	1	PASS	0	0
NA19384	NA19384_hap1	chr2	1	1	PASS	11	4
NA19384	NA19384_hap1	chr20	1	1	PASS	0	3
NA19384	NA19384_hap1	chr3	1	1	PASS	0	1
NA19384	NA19384_hap1	chr5	1	1	PASS	0	1
NA19384	NA19384_hap1	chr6	1	1	PASS	0	0
NA19384	NA19384_hap1	chr7	1	1	PASS	23	19
NA19384	NA19384_hap1	chr8	1	1	PASS	0	0
NA19384	NA19384_hap1	chr9	1	1	PASS	1	133
NA19384	NA19384_hap2	chr1	1	1	PASS	6	0
NA19384	NA19384_hap2	chr10	1	1	PASS	3	6
NA19384	NA19384_hap2	chr11	1	1	PASS	0	0
NA19384	NA19384_hap2	chr12	1	1	PASS	0	0
NA19384	NA19384_hap2	chr16	1	1	PASS	21	6
NA19384	NA19384_hap2	chr17	1	1	PASS	2	5
NA19384	NA19384_hap2	chr18	1	1	PASS	0	0
NA19384	NA19384_hap2	chr19	1	1	PASS	0	0
NA19384	NA19384_hap2	chr2	1	1	PASS	11	4
NA19384	NA19384_hap2	chr20	1	1	PASS	0	3
NA19384	NA19384_hap2	chr3	1	1	PASS	0	1
NA19384	NA19384_hap2	chr5	1	1	PASS	0	1
NA19384	NA19384_hap2	chr6	1	1	PASS	0	0
NA19384	NA19384_hap2	chr7	1	1	PASS	23	17
NA19384	NA19384_hap2	chr8	1	1	PASS	0	0
NA19384	NA19384_hap2	chr9	1	1	PASS	1	165
NA19384	NA19384_hap2	chrX	1	1	PASS	0	0
NA19391	NA19391_hap1	chr10	1	1	PASS	4	6
NA19391	NA19391_hap1	chr11	1	1	PASS	0	0
NA19391	NA19391_hap1	chr16	1	1	PASS	18	4
NA19391	NA19391_hap1	chr17	1	1	PASS	2	5
NA19391	NA19391_hap1	chr18	1	1	PASS	0	0
NA19391	NA19391_hap1	chr19	1	1	PASS	0	0
NA19391	NA19391_hap1	chr2	1	1	PASS	11	4
NA19391	NA19391_hap1	chr20	1	1	PASS	0	3
NA19391	NA19391_hap1	chr4	1	1	PASS	0	2
NA19391	NA19391_hap1	chr5	1	1	PASS	0	1
NA19391	NA19391_hap1	chr6	1	1	PASS	0	0
NA19391	NA19391_hap1	chr7	1	1	PASS	21	17
NA19391	NA19391_hap1	chr9	1	1	PASS	1	121
NA19391	NA19391_hap1	chrX	1	1	PASS	0	0
NA19391	NA19391_hap2	chr10	1	1	PASS	4	6
NA19391	NA19391_hap2	chr11	1	1	PASS	0	0
NA19391	NA19391_hap2	chr16	1	1	PASS	19	5
NA19391	NA19391_hap2	chr17	1	1	PASS	2	5
NA19391	NA19391_hap2	chr18	1	1	PASS	0	0
NA19391	NA19391_hap2	chr19	1	1	PASS	0	0
NA19391	NA19391_hap2	chr2	1	1	PASS	11	4
NA19391	NA19391_hap2	chr20	1	1	PASS	0	3
NA19391	NA19391_hap2	chr4	1	1	PASS	0	2
NA19391	NA19391_hap2	chr5	1	1	PASS	0	1
NA19391	NA19391_hap2	chr6	1	1	PASS	0	0
NA19391	NA19391_hap2	chr7	1	1	PASS	20	17
NA19391	NA19391_hap2	chr9	1	1	PASS	1	132
NA19391	NA19391_hap2	chrX	1	1	PASS	0	0
NA19434	NA19434_hap1	chr10	1	1	PASS	4	6
NA19434	NA19434_hap1	chr11	1	1	PASS	0	0
NA19434	NA19434_hap1	chr12	1	1	PASS	0	0
NA19434	NA19434_hap1	chr17	1	1	PASS	2	5
NA19434	NA19434_hap1	chr18	1	1	PASS	0	0
NA19434	NA19434_hap1	chr19	1	1	PASS	0	0
NA19434	NA19434_hap1	chr2	1	1	PASS	11	4
NA19434	NA19434_hap1	chr20	1	1	PASS	0	3
NA19434	NA19434_hap1	chr4	1	1	PASS	0	2
NA19434	NA19434_hap1	chr5	1	1	PASS	0	1
NA19434	NA19434_hap1	chr8	1	1	PASS	0	0
NA19434	NA19434_hap1	chr9	1	1	PASS	1	186
NA19434	NA19434_hap1	chrX	1	1	PASS	0	0
NA19434	NA19434_hap2	chr10	1	1	PASS	4	6
NA19434	NA19434_hap2	chr11	1	1	PASS	0	0
NA19434	NA19434_hap2	chr16	1	1	PASS	19	5
NA19434	NA19434_hap2	chr17	1	1	PASS	2	5
NA19434	NA19434_hap2	chr18	1	1	PASS	0	0
NA19434	NA19434_hap2	chr19	1	1	PASS	0	0
NA19434	NA19434_hap2	chr2	1	1	PASS	11	4
NA19434	NA19434_hap2	chr3	1	1	PASS	0	1
NA19434	NA19434_hap2	chr4	1	1	PASS	0	2
NA19434	NA19434_hap2	chr5	1	1	PASS	0	1
NA19434	NA19434_hap2	chr6	1	1	PASS	0	0
NA19434	NA19434_hap2	chr8	1	1	PASS	0	0
NA19434	NA19434_hap2	chr9	1	1	PASS	1	114
NA19434	NA19434_hap2	chrX	1	1	PASS	0	0
NA19443	NA19443_hap1	chr1	1	1	PASS	7	5
NA19443	NA19443_hap1	chr10	1	1	PASS	4	6
NA19443	NA19443_hap1	chr11	1	1	PASS	0	0
NA19443	NA19443_hap1	chr12	1	1	PASS	0	0
NA19443	NA19443_hap1	chr17	1	1	PASS	2	5
NA19443	NA19443_hap1	chr18	1	1	PASS	0	0
NA19443	NA19443_hap1	chr19	1	1	PASS	0	0
NA19443	NA19443_hap1	chr2	1	1	PASS	11	4
NA19443	NA19443_hap1	chr20	1	1	PASS	0	3
NA19443	NA19443_hap1	chr3	1	1	PASS	0	1
NA19443	NA19443_hap1	chr4	1	1	PASS	0	2
NA19443	NA19443_hap1	chr5	1	1	PASS	0	1
NA19443	NA19443_hap1	chr6	1	1	PASS	0	0
NA19443	NA19443_hap1	chr7	1	1	PASS	24	17
NA19443	NA19443_hap2	chr1	1	1	PASS	7	5
NA19443	NA19443_hap2	chr10	1	1	PASS	4	6
NA19443	NA19443_hap2	chr11	1	1	PASS	0	0
NA19443	NA19443_hap2	chr12	1	1	PASS	0	0
NA19443	NA19443_hap2	chr16	1	1	PASS	18	4
NA19443	NA19443_hap2	chr17	1	1	PASS	2	5
NA19443	NA19443_hap2	chr18	1	1	PASS	0	0
NA19443	NA19443_hap2	chr19	1	1	PASS	0	0
NA19443	NA19443_hap2	chr2	1	1	PASS	11	4
NA19443	NA19443_hap2	chr20	1	1	PASS	0	3
NA19443	NA19443_hap2	chr3	1	1	PASS	0	1
NA19443	NA19443_hap2	chr4	1	1	PASS	0	2
NA19443	NA19443_hap2	chr5	1	1	PASS	0	1
NA19443	NA19443_hap2	chr6	1	1	PASS	0	0
NA19443	NA19443_hap2	chr7	1	1	PASS	22	17
NA19443	NA19443_hap2	chr9	1	1	PASS	0	2
NA19443	NA19443_hap2	chrX	1	1	PASS	0	0
NA19468	NA19468_hap1	chr10	1	1	PASS	4	6
NA19468	NA19468_hap1	chr11	1	1	PASS	0	0
NA19468	NA19468_hap1	chr12	1	1	PASS	0	0
NA19468	NA19468_hap1	chr17	1	1	PASS	2	5
NA19468	NA19468_hap1	chr18	1	1	PASS	0	0
NA19468	NA19468_hap1	chr19	1	1	PASS	0	0
NA19468	NA19468_hap1	chr2	1	1	PASS	11	4
NA19468	NA19468_hap1	chr20	1	1	PASS	0	2
NA19468	NA19468_hap1	chr3	1	1	PASS	0	1
NA19468	NA19468_hap1	chr4	1	1	PASS	0	2
NA19468	NA19468_hap1	chr5	1	1	PASS	0	1
NA19468	NA19468_hap1	chr7	1	1	PASS	22	18
NA19468	NA19468_hap1	chr8	1	1	PASS	0	0
NA19468	NA19468_hap1	chr9	1	1	PASS	1	147
NA19468	NA19468_hap1	chrX	1	1	PASS	0	0
NA19468	NA19468_hap2	chr10	1	1	PASS	4	6
NA19468	NA19468_hap2	chr11	1	1	PASS	0	0
NA19468	NA19468_hap2	chr12	1	1	PASS	0	0
