hap	chromosome	region	interval_count	bp	ACGT_bp	non_ACGT_bp	valid_16mer_starts
NA19238_hap2	chrX	HSat2	0	0	0	0	0
NA19238_hap2	chrX	HSat3	0	0	0	0	0
NA19238_hap2	chrX	HSat23	0	0	0	0	0
NA19238_hap2	chrX	ambiguous	0	0	0	0	0
NA19238_hap2	chrX	background	1	154205490	154103750	101740	154103720
NA19239_hap1	chr10	HSat2	4	315658	315658	0	315598
NA19239_hap1	chr10	HSat3	6	635241	635241	0	635151
NA19239_hap1	chr10	HSat23	7	950899	950899	0	950794
NA19239_hap1	chr10	ambiguous	0	0	0	0	0
NA19239_hap1	chr10	background	8	124491091	100328425	24162666	100328290
NA19239_hap1	chr11	HSat2	0	0	0	0	0
NA19239_hap1	chr11	HSat3	0	0	0	0	0
NA19239_hap1	chr11	HSat23	0	0	0	0	0
NA19239_hap1	chr11	ambiguous	0	0	0	0	0
NA19239_hap1	chr11	background	1	135139256	135139256	0	135139241
NA19239_hap1	chr12	HSat2	0	0	0	0	0
NA19239_hap1	chr12	HSat3	0	0	0	0	0
NA19239_hap1	chr12	HSat23	0	0	0	0	0
NA19239_hap1	chr12	ambiguous	0	0	0	0	0
NA19239_hap1	chr12	background	1	134924959	134924959	0	134924944
NA19239_hap1	chr16	HSat2	16	11020088	11020088	0	11019848
NA19239_hap1	chr16	HSat3	3	16188	16188	0	16143
NA19239_hap1	chr16	HSat23	15	11036276	11036276	0	11036051
NA19239_hap1	chr16	ambiguous	0	0	0	0	0
NA19239_hap1	chr16	background	16	64439551	64439551	0	64439314
NA19239_hap1	chr17	HSat2	2	74684	74684	0	74654
NA19239_hap1	chr17	HSat3	5	1336149	1336149	0	1336074
NA19239_hap1	chr17	HSat23	7	1410833	1410833	0	1410728
NA19239_hap1	chr17	ambiguous	0	0	0	0	0
NA19239_hap1	chr17	background	8	82959940	82959940	0	82959833
NA19239_hap1	chr18	HSat2	0	0	0	0	0
NA19239_hap1	chr18	HSat3	0	0	0	0	0
NA19239_hap1	chr18	HSat23	0	0	0	0	0
NA19239_hap1	chr18	ambiguous	0	0	0	0	0
NA19239_hap1	chr18	background	1	65876785	65876785	0	65876770
NA19239_hap1	chr19	HSat2	0	0	0	0	0
NA19239_hap1	chr19	HSat3	0	0	0	0	0
NA19239_hap1	chr19	HSat23	0	0	0	0	0
NA19239_hap1	chr19	ambiguous	0	0	0	0	0
NA19239_hap1	chr19	background	1	61826405	61760349	66056	61760319
NA19239_hap1	chr2	HSat2	7	539846	539846	0	539741
NA19239_hap1	chr2	HSat3	3	72406	72406	0	72361
NA19239_hap1	chr2	HSat23	8	612252	612252	0	612132
NA19239_hap1	chr2	ambiguous	0	0	0	0	0
NA19239_hap1	chr2	background	9	241856914	241856914	0	241856794
NA19239_hap1	chr20	HSat2	0	0	0	0	0
NA19239_hap1	chr20	HSat3	3	671061	671061	0	671016
NA19239_hap1	chr20	HSat23	3	671061	671061	0	671016
NA19239_hap1	chr20	ambiguous	0	0	0	0	0
NA19239_hap1	chr20	background	4	65950263	65950263	0	65950203
NA19239_hap1	chr3	HSat2	0	0	0	0	0
NA19239_hap1	chr3	HSat3	1	163422	163422	0	163407
NA19239_hap1	chr3	HSat23	1	163422	163422	0	163407
NA19239_hap1	chr3	ambiguous	0	0	0	0	0
NA19239_hap1	chr3	background	2	202639205	202639205	0	202639175
NA19239_hap1	chr4	HSat2	0	0	0	0	0
NA19239_hap1	chr4	HSat3	2	181646	181646	0	181616
NA19239_hap1	chr4	HSat23	2	181646	181646	0	181616
NA19239_hap1	chr4	ambiguous	0	0	0	0	0
NA19239_hap1	chr4	background	3	192592555	192587555	5000	192587495
NA19239_hap1	chr5	HSat2	0	0	0	0	0
NA19239_hap1	chr5	HSat3	1	311554	311554	0	311539
NA19239_hap1	chr5	HSat23	1	311554	311554	0	311539
NA19239_hap1	chr5	ambiguous	0	0	0	0	0
NA19239_hap1	chr5	background	2	183142665	183142665	0	183142635
NA19239_hap1	chr6	HSat2	0	0	0	0	0
NA19239_hap1	chr6	HSat3	0	0	0	0	0
NA19239_hap1	chr6	HSat23	0	0	0	0	0
NA19239_hap1	chr6	ambiguous	0	0	0	0	0
NA19239_hap1	chr6	background	1	172173932	172173932	0	172173917
NA19239_hap1	chr7	HSat2	23	350078	350078	0	349733
NA19239_hap1	chr7	HSat3	14	459350	459350	0	459140
NA19239_hap1	chr7	HSat23	20	809428	809428	0	809128
NA19239_hap1	chr7	ambiguous	0	0	0	0	0
NA19239_hap1	chr7	background	21	159494196	159035964	458232	159035570
NA19239_hap1	chr8	HSat2	0	0	0	0	0
NA19239_hap1	chr8	HSat3	0	0	0	0	0
NA19239_hap1	chr8	HSat23	0	0	0	0	0
NA19239_hap1	chr8	ambiguous	0	0	0	0	0
NA19239_hap1	chr8	background	1	146028345	146028345	0	146028330
NA19239_hap1	chr9	HSat2	1	34938	34938	0	34923
NA19239_hap1	chr9	HSat3	40	15754329	15754329	0	15753729
NA19239_hap1	chr9	HSat23	41	15789267	15789267	0	15788652
NA19239_hap1	chr9	ambiguous	0	0	0	0	0
NA19239_hap1	chr9	background	42	124635251	124635251	0	124634849
NA19239_hap2	chr10	HSat2	4	350176	350176	0	350116
NA19239_hap2	chr10	HSat3	6	749064	749064	0	748974
NA19239_hap2	chr10	HSat23	8	1099240	1099240	0	1099120
NA19239_hap2	chr10	ambiguous	0	0	0	0	0
NA19239_hap2	chr10	background	9	133393238	133393238	0	133393103
NA19239_hap2	chr11	HSat2	0	0	0	0	0
NA19239_hap2	chr11	HSat3	0	0	0	0	0
NA19239_hap2	chr11	HSat23	0	0	0	0	0
NA19239_hap2	chr11	ambiguous	0	0	0	0	0
NA19239_hap2	chr11	background	1	134231732	134231732	0	134231717
NA19239_hap2	chr12	HSat2	0	0	0	0	0
NA19239_hap2	chr12	HSat3	0	0	0	0	0
NA19239_hap2	chr12	HSat23	0	0	0	0	0
NA19239_hap2	chr12	ambiguous	0	0	0	0	0
NA19239_hap2	chr12	background	1	133125671	133125671	0	133125656
NA19239_hap2	chr16	HSat2	16	8845121	8845121	0	8844881
NA19239_hap2	chr16	HSat3	3	15106	15106	0	15061
NA19239_hap2	chr16	HSat23	15	8860227	8860227	0	8860002
NA19239_hap2	chr16	ambiguous	0	0	0	0	0
NA19239_hap2	chr16	background	16	66384696	66384696	0	66384459
NA19239_hap2	chr17	HSat2	2	84726	84726	0	84696
NA19239_hap2	chr17	HSat3	5	936786	936786	0	936711
NA19239_hap2	chr17	HSat23	7	1021512	1021512	0	1021407
NA19239_hap2	chr17	ambiguous	0	0	0	0	0
NA19239_hap2	chr17	background	8	82209120	82209120	0	82209013
NA19239_hap2	chr18	HSat2	0	0	0	0	0
NA19239_hap2	chr18	HSat3	0	0	0	0	0
NA19239_hap2	chr18	HSat23	0	0	0	0	0
NA19239_hap2	chr18	ambiguous	0	0	0	0	0
NA19239_hap2	chr18	background	1	79341526	79341526	0	79341511
NA19239_hap2	chr19	HSat2	0	0	0	0	0
NA19239_hap2	chr19	HSat3	0	0	0	0	0
NA19239_hap2	chr19	HSat23	0	0	0	0	0
NA19239_hap2	chr19	ambiguous	0	0	0	0	0
NA19239_hap2	chr19	background	1	61245580	60626323	619257	60626293
NA19239_hap2	chr2	HSat2	7	501473	501473	0	501368
NA19239_hap2	chr2	HSat3	4	64163	64163	0	64103
NA19239_hap2	chr2	HSat23	9	565636	565636	0	565501
NA19239_hap2	chr2	ambiguous	0	0	0	0	0
NA19239_hap2	chr2	background	10	241167035	241162035	5000	241161887
NA19239_hap2	chr20	HSat2	0	0	0	0	0
NA19239_hap2	chr20	HSat3	3	591176	591176	0	591131
NA19239_hap2	chr20	HSat23	3	591176	591176	0	591131
NA19239_hap2	chr20	ambiguous	0	0	0	0	0
NA19239_hap2	chr20	background	4	66202705	66109234	93471	66109114
NA19239_hap2	chr3	HSat2	0	0	0	0	0
NA19239_hap2	chr3	HSat3	1	152496	152496	0	152481
NA19239_hap2	chr3	HSat23	1	152496	152496	0	152481
NA19239_hap2	chr3	ambiguous	0	0	0	0	0
NA19239_hap2	chr3	background	2	200938891	200938891	0	200938861
NA19239_hap2	chr5	HSat2	0	0	0	0	0
NA19239_hap2	chr5	HSat3	1	199624	199624	0	199609
NA19239_hap2	chr5	HSat23	1	199624	199624	0	199609
NA19239_hap2	chr5	ambiguous	0	0	0	0	0
NA19239_hap2	chr5	background	2	182215867	182215867	0	182215837
NA19239_hap2	chr6	HSat2	0	0	0	0	0
NA19239_hap2	chr6	HSat3	0	0	0	0	0
NA19239_hap2	chr6	HSat23	0	0	0	0	0
NA19239_hap2	chr6	ambiguous	0	0	0	0	0
NA19239_hap2	chr6	background	1	169775371	169775371	0	169775356
NA19239_hap2	chr7	HSat2	20	351280	351280	0	350980
NA19239_hap2	chr7	HSat3	12	459033	459033	0	458853
NA19239_hap2	chr7	HSat23	17	810313	810313	0	810058
NA19239_hap2	chr7	ambiguous	0	0	0	0	0
NA19239_hap2	chr7	background	18	159374489	158874532	499957	158874168
NA19239_hap2	chr8	HSat2	0	0	0	0	0
NA19239_hap2	chr8	HSat3	0	0	0	0	0
NA19239_hap2	chr8	HSat23	0	0	0	0	0
NA19239_hap2	chr8	ambiguous	0	0	0	0	0
NA19239_hap2	chr8	background	1	145863170	145858170	5000	145858140
NA19239_hap2	chr9	HSat2	1	39055	39055	0	39040
NA19239_hap2	chr9	HSat3	28	15945375	15945375	0	15944955
NA19239_hap2	chr9	HSat23	29	15984430	15984430	0	15983995
NA19239_hap2	chr9	ambiguous	0	0	0	0	0
NA19239_hap2	chr9	background	30	122137742	122137742	0	122137444
NA19239_hap2	chrX	HSat2	0	0	0	0	0
NA19239_hap2	chrX	HSat3	0	0	0	0	0
NA19239_hap2	chrX	HSat23	0	0	0	0	0
NA19239_hap2	chrX	ambiguous	0	0	0	0	0
NA19239_hap2	chrX	background	1	154191859	154191859	0	154191844
NA19240_hap1	chr10	HSat2	4	350745	350745	0	350685
NA19240_hap1	chr10	HSat3	6	748507	748507	0	748417
NA19240_hap1	chr10	HSat23	8	1099252	1099252	0	1099132
NA19240_hap1	chr10	ambiguous	0	0	0	0	0
NA19240_hap1	chr10	background	9	133606362	133606362	0	133606227
NA19240_hap1	chr11	HSat2	0	0	0	0	0
NA19240_hap1	chr11	HSat3	0	0	0	0	0
NA19240_hap1	chr11	HSat23	0	0	0	0	0
NA19240_hap1	chr11	ambiguous	0	0	0	0	0
NA19240_hap1	chr11	background	1	134140428	134140428	0	134140413
NA19240_hap1	chr12	HSat2	0	0	0	0	0
NA19240_hap1	chr12	HSat3	0	0	0	0	0
NA19240_hap1	chr12	HSat23	0	0	0	0	0
NA19240_hap1	chr12	ambiguous	0	0	0	0	0
NA19240_hap1	chr12	background	1	134879887	134879887	0	134879872
NA19240_hap1	chr16	HSat2	19	9271502	9271502	0	9271217
NA19240_hap1	chr16	HSat3	6	17170	17170	0	17080
NA19240_hap1	chr16	HSat23	15	9288672	9288672	0	9288447
NA19240_hap1	chr16	ambiguous	0	0	0	0	0
NA19240_hap1	chr16	background	16	82874073	82874073	0	82873836
NA19240_hap1	chr17	HSat2	2	74684	74684	0	74654
NA19240_hap1	chr17	HSat3	5	1336139	1336139	0	1336064
NA19240_hap1	chr17	HSat23	7	1410823	1410823	0	1410718
NA19240_hap1	chr17	ambiguous	0	0	0	0	0
NA19240_hap1	chr17	background	8	82964252	82964252	0	82964145
NA19240_hap1	chr18	HSat2	0	0	0	0	0
NA19240_hap1	chr18	HSat3	0	0	0	0	0
NA19240_hap1	chr18	HSat23	0	0	0	0	0
NA19240_hap1	chr18	ambiguous	0	0	0	0	0
NA19240_hap1	chr18	background	1	78718525	78579025	139500	78578965
NA19240_hap1	chr19	HSat2	0	0	0	0	0
NA19240_hap1	chr19	HSat3	0	0	0	0	0
NA19240_hap1	chr19	HSat23	0	0	0	0	0
NA19240_hap1	chr19	ambiguous	0	0	0	0	0
NA19240_hap1	chr19	background	1	37051681	37051681	0	37051666
NA19240_hap1	chr2	HSat2	7	1087713	1087713	0	1087608
NA19240_hap1	chr2	HSat3	4	59621	59621	0	59561
NA19240_hap1	chr2	HSat23	9	1147334	1147334	0	1147199
NA19240_hap1	chr2	ambiguous	0	0	0	0	0
NA19240_hap1	chr2	background	10	241594304	241594304	0	241594176
NA19240_hap1	chr20	HSat2	0	0	0	0	0
NA19240_hap1	chr20	HSat3	3	1247392	1247392	0	1247347
NA19240_hap1	chr20	HSat23	3	1247392	1247392	0	1247347
NA19240_hap1	chr20	ambiguous	0	0	0	0	0
NA19240_hap1	chr20	background	4	66086700	66086700	0	66086640
NA19240_hap1	chr3	HSat2	0	0	0	0	0
NA19240_hap1	chr3	HSat3	1	152496	152496	0	152481
NA19240_hap1	chr3	HSat23	1	152496	152496	0	152481
NA19240_hap1	chr3	ambiguous	0	0	0	0	0
NA19240_hap1	chr3	background	2	200894800	200771278	123522	200771233
NA19240_hap1	chr4	HSat2	0	0	0	0	0
NA19240_hap1	chr4	HSat3	2	181643	181643	0	181613
NA19240_hap1	chr4	HSat23	2	181643	181643	0	181613
NA19240_hap1	chr4	ambiguous	0	0	0	0	0
NA19240_hap1	chr4	background	3	192369052	192346069	22983	192345994
NA19240_hap1	chr5	HSat2	0	0	0	0	0
NA19240_hap1	chr5	HSat3	1	199619	199619	0	199604
NA19240_hap1	chr5	HSat23	1	199619	199619	0	199604
NA19240_hap1	chr5	ambiguous	0	0	0	0	0
NA19240_hap1	chr5	background	2	70910079	70813211	96868	70813166
NA19240_hap1	chr6	HSat2	0	0	0	0	0
NA19240_hap1	chr6	HSat3	0	0	0	0	0
NA19240_hap1	chr6	HSat23	0	0	0	0	0
NA19240_hap1	chr6	ambiguous	0	0	0	0	0
NA19240_hap1	chr6	background	1	118686481	118608917	77564	118608887
NA19240_hap1	chr7	HSat2	23	352767	352767	0	352422
NA19240_hap1	chr7	HSat3	12	457408	457408	0	457228
NA19240_hap1	chr7	HSat23	20	810175	810175	0	809875
NA19240_hap1	chr7	ambiguous	0	0	0	0	0
NA19240_hap1	chr7	background	21	159130622	159129622	1000	159129303
NA19240_hap1	chr8	HSat2	0	0	0	0	0
NA19240_hap1	chr8	HSat3	0	0	0	0	0
NA19240_hap1	chr8	HSat23	0	0	0	0	0
NA19240_hap1	chr8	ambiguous	0	0	0	0	0
NA19240_hap1	chr8	background	1	146552989	146552989	0	146552974
NA19240_hap1	chr9	HSat2	1	34938	34938	0	34923
NA19240_hap1	chr9	HSat3	44	16612301	16612301	0	16611641
NA19240_hap1	chr9	HSat23	45	16647239	16647239	0	16646564
NA19240_hap1	chr9	ambiguous	0	0	0	0	0
NA19240_hap1	chr9	background	46	120021062	120021062	0	120020728
NA19240_hap1	chrX	HSat2	0	0	0	0	0
NA19240_hap1	chrX	HSat3	0	0	0	0	0
NA19240_hap1	chrX	HSat23	0	0	0	0	0
NA19240_hap1	chrX	ambiguous	0	0	0	0	0
NA19240_hap1	chrX	background	1	154187694	153787904	399790	153787844
NA19240_hap2	chr1	HSat2	5	6468451	6468451	0	6468376
NA19240_hap2	chr1	HSat3	0	0	0	0	0
NA19240_hap2	chr1	HSat23	5	6468451	6468451	0	6468376
NA19240_hap2	chr1	ambiguous	0	0	0	0	0
NA19240_hap2	chr1	background	6	232061691	232061691	0	232061602
NA19240_hap2	chr10	HSat2	4	1995455	1995455	0	1995395
NA19240_hap2	chr10	HSat3	6	704536	704536	0	704446
NA19240_hap2	chr10	HSat23	8	2699991	2699991	0	2699871
NA19240_hap2	chr10	ambiguous	0	0	0	0	0
NA19240_hap2	chr10	background	9	133146039	133146039	0	133145904
NA19240_hap2	chr11	HSat2	0	0	0	0	0
NA19240_hap2	chr11	HSat3	0	0	0	0	0
NA19240_hap2	chr11	HSat23	0	0	0	0	0
NA19240_hap2	chr11	ambiguous	0	0	0	0	0
NA19240_hap2	chr11	background	1	132908883	132908883	0	132908868
NA19240_hap2	chr12	HSat2	0	0	0	0	0
NA19240_hap2	chr12	HSat3	0	0	0	0	0
NA19240_hap2	chr12	HSat23	0	0	0	0	0
NA19240_hap2	chr12	ambiguous	0	0	0	0	0
NA19240_hap2	chr12	background	1	133640805	133640805	0	133640790
NA19240_hap2	chr16	HSat2	18	11019898	11019898	0	11019628
NA19240_hap2	chr16	HSat3	5	16204	16204	0	16129
NA19240_hap2	chr16	HSat23	15	11036102	11036102	0	11035877
NA19240_hap2	chr16	ambiguous	0	0	0	0	0
NA19240_hap2	chr16	background	16	82027295	82026295	1000	82026043
NA19240_hap2	chr17	HSat2	2	77121	77121	0	77091
NA19240_hap2	chr17	HSat3	5	1112136	1112136	0	1112061
NA19240_hap2	chr17	HSat23	7	1189257	1189257	0	1189152
NA19240_hap2	chr17	ambiguous	0	0	0	0	0
NA19240_hap2	chr17	background	8	84598122	84598122	0	84598015
NA19240_hap2	chr18	HSat2	0	0	0	0	0
NA19240_hap2	chr18	HSat3	0	0	0	0	0
NA19240_hap2	chr18	HSat23	0	0	0	0	0
NA19240_hap2	chr18	ambiguous	0	0	0	0	0
NA19240_hap2	chr18	background	1	79064307	78464841	599466	78464751
NA19240_hap2	chr19	HSat2	0	0	0	0	0
NA19240_hap2	chr19	HSat3	0	0	0	0	0
NA19240_hap2	chr19	HSat23	0	0	0	0	0
NA19240_hap2	chr19	ambiguous	0	0	0	0	0
NA19240_hap2	chr19	background	1	61454405	60751479	702926	60751434
NA19240_hap2	chr2	HSat2	7	539846	539846	0	539741
NA19240_hap2	chr2	HSat3	3	72406	72406	0	72361
NA19240_hap2	chr2	HSat23	8	612252	612252	0	612132
NA19240_hap2	chr2	ambiguous	0	0	0	0	0
NA19240_hap2	chr2	background	9	241631627	241631627	0	241631507
NA19240_hap2	chr20	HSat2	0	0	0	0	0
NA19240_hap2	chr20	HSat3	3	671070	671070	0	671025
NA19240_hap2	chr20	HSat23	3	671070	671070	0	671025
NA19240_hap2	chr20	ambiguous	0	0	0	0	0
NA19240_hap2	chr20	background	4	65927626	65927626	0	65927566
NA19240_hap2	chr3	HSat2	0	0	0	0	0
NA19240_hap2	chr3	HSat3	1	203828	203828	0	203813
NA19240_hap2	chr3	HSat23	1	203828	203828	0	203813
NA19240_hap2	chr3	ambiguous	0	0	0	0	0
NA19240_hap2	chr3	background	2	203353110	203229588	123522	203229543
NA19240_hap2	chr4	HSat2	0	0	0	0	0
NA19240_hap2	chr4	HSat3	2	174526	174526	0	174496
NA19240_hap2	chr4	HSat23	2	174526	174526	0	174496
NA19240_hap2	chr4	ambiguous	0	0	0	0	0
NA19240_hap2	chr4	background	3	190213433	190204744	8689	190204684
NA19240_hap2	chr5	HSat2	0	0	0	0	0
NA19240_hap2	chr5	HSat3	1	564985	564985	0	564970
NA19240_hap2	chr5	HSat23	1	564985	564985	0	564970
NA19240_hap2	chr5	ambiguous	0	0	0	0	0
NA19240_hap2	chr5	background	2	184082462	183985594	96868	183985549
NA19240_hap2	chr6	HSat2	0	0	0	0	0
NA19240_hap2	chr6	HSat3	0	0	0	0	0
NA19240_hap2	chr6	HSat23	0	0	0	0	0
NA19240_hap2	chr6	ambiguous	0	0	0	0	0
NA19240_hap2	chr6	background	1	172562813	172485249	77564	172485219
NA19240_hap2	chr7	HSat2	22	291225	291225	0	290895
NA19240_hap2	chr7	HSat3	14	658188	658188	0	657978
NA19240_hap2	chr7	HSat23	20	949413	949413	0	949113
NA19240_hap2	chr7	ambiguous	0	0	0	0	0
NA19240_hap2	chr7	background	21	160533218	160003218	530000	160002910
NA19240_hap2	chr8	HSat2	0	0	0	0	0
NA19240_hap2	chr8	HSat3	0	0	0	0	0
NA19240_hap2	chr8	HSat23	0	0	0	0	0
NA19240_hap2	chr8	ambiguous	0	0	0	0	0
NA19240_hap2	chr8	background	1	145816156	145816156	0	145816141
NA19240_hap2	chrX	HSat2	0	0	0	0	0
NA19240_hap2	chrX	HSat3	0	0	0	0	0
NA19240_hap2	chrX	HSat23	0	0	0	0	0
NA19240_hap2	chrX	ambiguous	0	0	0	0	0
NA19240_hap2	chrX	background	1	153988297	153588507	399790	153588447
NA19317_hap1	chr1	HSat2	7	9788888	9788888	0	9788783
NA19317_hap1	chr1	HSat3	6	946773	946773	0	946683
NA19317_hap1	chr1	HSat23	13	10735661	10735661	0	10735466
NA19317_hap1	chr1	ambiguous	0	0	0	0	0
NA19317_hap1	chr1	background	14	233709466	233709466	0	233709276
NA19317_hap1	chr10	HSat2	4	1539573	1539573	0	1539513
NA19317_hap1	chr10	HSat3	6	572740	572740	0	572650
NA19317_hap1	chr10	HSat23	8	2112313	2112313	0	2112193
NA19317_hap1	chr10	ambiguous	0	0	0	0	0
NA19317_hap1	chr10	background	9	133812236	133812236	0	133812101
NA19317_hap1	chr11	HSat2	0	0	0	0	0
NA19317_hap1	chr11	HSat3	0	0	0	0	0
NA19317_hap1	chr11	HSat23	0	0	0	0	0
NA19317_hap1	chr11	ambiguous	0	0	0	0	0
NA19317_hap1	chr11	background	1	136898754	136671265	227489	136671235
NA19317_hap1	chr12	HSat2	0	0	0	0	0
NA19317_hap1	chr12	HSat3	0	0	0	0	0
NA19317_hap1	chr12	HSat23	0	0	0	0	0
NA19317_hap1	chr12	ambiguous	0	0	0	0	0
NA19317_hap1	chr12	background	1	133683978	133683978	0	133683963
NA19317_hap1	chr17	HSat2	2	74618	74618	0	74588
NA19317_hap1	chr17	HSat3	5	1220716	1220716	0	1220641
NA19317_hap1	chr17	HSat23	7	1295334	1295334	0	1295229
NA19317_hap1	chr17	ambiguous	0	0	0	0	0
NA19317_hap1	chr17	background	8	83146617	83146617	0	83146510
NA19317_hap1	chr18	HSat2	0	0	0	0	0
NA19317_hap1	chr18	HSat3	0	0	0	0	0
NA19317_hap1	chr18	HSat23	0	0	0	0	0
NA19317_hap1	chr18	ambiguous	0	0	0	0	0
NA19317_hap1	chr18	background	1	80409606	80409606	0	80409591
NA19317_hap1	chr19	HSat2	0	0	0	0	0
NA19317_hap1	chr19	HSat3	0	0	0	0	0
NA19317_hap1	chr19	HSat23	0	0	0	0	0
NA19317_hap1	chr19	ambiguous	0	0	0	0	0
NA19317_hap1	chr19	background	1	60976438	60894790	81648	60894745
NA19317_hap1	chr2	HSat2	8	587661	587661	0	587541
NA19317_hap1	chr2	HSat3	4	59721	59721	0	59661
NA19317_hap1	chr2	HSat23	10	647382	647382	0	647232
NA19317_hap1	chr2	ambiguous	0	0	0	0	0
NA19317_hap1	chr2	background	11	241476595	241476595	0	241476462
NA19317_hap1	chr20	HSat2	0	0	0	0	0
NA19317_hap1	chr20	HSat3	3	1119611	1119611	0	1119566
NA19317_hap1	chr20	HSat23	3	1119611	1119611	0	1119566
NA19317_hap1	chr20	ambiguous	0	0	0	0	0
NA19317_hap1	chr20	background	4	65748894	65348089	400805	65347999
NA19317_hap1	chr3	HSat2	0	0	0	0	0
NA19317_hap1	chr3	HSat3	1	195007	195007	0	194992
NA19317_hap1	chr3	HSat23	1	195007	195007	0	194992
NA19317_hap1	chr3	ambiguous	0	0	0	0	0
NA19317_hap1	chr3	background	2	201269264	201180995	88269	201180950
NA19317_hap1	chr4	HSat2	0	0	0	0	0
NA19317_hap1	chr4	HSat3	2	192145	192145	0	192115
NA19317_hap1	chr4	HSat23	2	192145	192145	0	192115
NA19317_hap1	chr4	ambiguous	0	0	0	0	0
NA19317_hap1	chr4	background	3	190051164	190046164	5000	190046104
NA19317_hap1	chr5	HSat2	0	0	0	0	0
NA19317_hap1	chr5	HSat3	1	555454	555454	0	555439
NA19317_hap1	chr5	HSat23	1	555454	555454	0	555439
NA19317_hap1	chr5	ambiguous	0	0	0	0	0
NA19317_hap1	chr5	background	2	180390429	180184154	206275	180184094
NA19317_hap1	chr6	HSat2	0	0	0	0	0
NA19317_hap1	chr6	HSat3	0	0	0	0	0
NA19317_hap1	chr6	HSat23	0	0	0	0	0
NA19317_hap1	chr6	ambiguous	0	0	0	0	0
NA19317_hap1	chr6	background	1	172551625	171670909	880716	171670879
NA19317_hap1	chr7	HSat2	22	319770	319770	0	319440
NA19317_hap1	chr7	HSat3	13	434298	434298	0	434103
NA19317_hap1	chr7	HSat23	18	754068	754068	0	753798
NA19317_hap1	chr7	ambiguous	0	0	0	0	0
NA19317_hap1	chr7	background	19	159764264	159672770	91494	159672481
NA19317_hap1	chr8	HSat2	0	0	0	0	0
NA19317_hap1	chr8	HSat3	0	0	0	0	0
NA19317_hap1	chr8	HSat23	0	0	0	0	0
NA19317_hap1	chr8	ambiguous	0	0	0	0	0
NA19317_hap1	chr8	background	1	146928310	146928310	0	146928295
NA19317_hap1	chr9	HSat2	1	39117	39117	0	39102
NA19317_hap1	chr9	HSat3	38	14255309	14255309	0	14254739
NA19317_hap1	chr9	HSat23	39	14294426	14294426	0	14293841
NA19317_hap1	chr9	ambiguous	0	0	0	0	0
NA19317_hap1	chr9	background	40	101215097	101215097	0	101214693
NA19317_hap2	chr1	HSat2	7	14709294	14709294	0	14709189
NA19317_hap2	chr1	HSat3	5	1029122	1029122	0	1029047
NA19317_hap2	chr1	HSat23	12	15738416	15738416	0	15738236
NA19317_hap2	chr1	ambiguous	0	0	0	0	0
NA19317_hap2	chr1	background	13	169108890	169108890	0	169108715
NA19317_hap2	chr10	HSat2	4	290857	290857	0	290797
NA19317_hap2	chr10	HSat3	6	586253	586253	0	586163
NA19317_hap2	chr10	HSat23	7	877110	877110	0	877005
NA19317_hap2	chr10	ambiguous	0	0	0	0	0
NA19317_hap2	chr10	background	8	134460193	134460193	0	134460073
NA19317_hap2	chr11	HSat2	0	0	0	0	0
NA19317_hap2	chr11	HSat3	0	0	0	0	0
NA19317_hap2	chr11	HSat23	0	0	0	0	0
NA19317_hap2	chr11	ambiguous	0	0	0	0	0
NA19317_hap2	chr11	background	1	133714356	133486867	227489	133486837
NA19317_hap2	chr12	HSat2	0	0	0	0	0
NA19317_hap2	chr12	HSat3	0	0	0	0	0
NA19317_hap2	chr12	HSat23	0	0	0	0	0
NA19317_hap2	chr12	ambiguous	0	0	0	0	0
NA19317_hap2	chr12	background	1	134459247	134459247	0	134459232
NA19317_hap2	chr17	HSat2	2	86410	86410	0	86380
NA19317_hap2	chr17	HSat3	5	1112767	1112767	0	1112692
NA19317_hap2	chr17	HSat23	7	1199177	1199177	0	1199072
NA19317_hap2	chr17	ambiguous	0	0	0	0	0
NA19317_hap2	chr17	background	8	83293174	83293174	0	83293067
NA19317_hap2	chr18	HSat2	0	0	0	0	0
NA19317_hap2	chr18	HSat3	0	0	0	0	0
NA19317_hap2	chr18	HSat23	0	0	0	0	0
NA19317_hap2	chr18	ambiguous	0	0	0	0	0
NA19317_hap2	chr18	background	1	81494470	81494470	0	81494455
NA19317_hap2	chr19	HSat2	0	0	0	0	0
NA19317_hap2	chr19	HSat3	0	0	0	0	0
NA19317_hap2	chr19	HSat23	0	0	0	0	0
NA19317_hap2	chr19	ambiguous	0	0	0	0	0
NA19317_hap2	chr19	background	1	59904180	59822532	81648	59822487
NA19317_hap2	chr2	HSat2	7	546263	546263	0	546158
NA19317_hap2	chr2	HSat3	3	72461	72461	0	72416
NA19317_hap2	chr2	HSat23	8	618724	618724	0	618604
NA19317_hap2	chr2	ambiguous	0	0	0	0	0
NA19317_hap2	chr2	background	9	242381336	242381336	0	242381216
NA19317_hap2	chr20	HSat2	0	0	0	0	0
NA19317_hap2	chr20	HSat3	3	1127117	1127117	0	1127072
NA19317_hap2	chr20	HSat23	3	1127117	1127117	0	1127072
NA19317_hap2	chr20	ambiguous	0	0	0	0	0
NA19317_hap2	chr20	background	4	65382548	64981743	400805	64981653
NA19317_hap2	chr3	HSat2	0	0	0	0	0
NA19317_hap2	chr3	HSat3	1	152402	152402	0	152387
NA19317_hap2	chr3	HSat23	1	152402	152402	0	152387
