kmer_id	target_family	group	chromosome	available_haps	measurable_haps	median_target_hits	mean_target_hits	pooled_target_density_per_M	presence_ge10_fraction
k16_8ba0e809	HSat3	G1	chrX	44	1	0.0	0.0	0.0	0.0
k16_8ba0e809	HSat3	G1	chrY	0	0				
k16_8ba0e809	HSat3	G2	chr1	35	35	5.0	5.0	7.127385479919243	0.0
k16_8ba0e809	HSat3	G2	chr2	41	39	0.0	0.23076923076923078	3.889387546786091	0.0
k16_8ba0e809	HSat3	G2	chr3	47	47	0.0	0.0	0.0	0.0
k16_8ba0e809	HSat3	G2	chr4	39	39	1.0	1.4102564102564104	6.359218861304396	0.0
k16_8ba0e809	HSat3	G2	chr5	54	54	0.0	0.1111111111111111	0.33252885366718643	0.0
k16_8ba0e809	HSat3	G2	chr6	44	0				
k16_8ba0e809	HSat3	G2	chr7	54	54	0.0	0.07407407407407407	0.18467513128208818	0.0
k16_8ba0e809	HSat3	G2	chr8	53	0				
k16_8ba0e809	HSat3	G2	chr9	47	47	25.0	25.53191489361702	1.8408470325040371	0.9574468085106383
k16_8ba0e809	HSat3	G2	chr10	54	54	8.0	8.425925925925926	13.166870902679577	0.4444444444444444
k16_8ba0e809	HSat3	G2	chr11	54	0				
k16_8ba0e809	HSat3	G2	chr12	53	0				
k16_8ba0e809	HSat3	G2	chr13	0	0				
k16_8ba0e809	HSat3	G2	chr14	0	0				
k16_8ba0e809	HSat3	G2	chr15	0	0				
k16_8ba0e809	HSat3	G2	chr16	49	47	0.0	0.0	0.0	0.0
k16_8ba0e809	HSat3	G2	chr17	37	37	2.0	2.1621621621621623	2.758620784780027	0.0
k16_8ba0e809	HSat3	G2	chr18	35	0				
k16_8ba0e809	HSat3	G2	chr19	54	0				
k16_8ba0e809	HSat3	G2	chr20	54	54	8.0	9.666666666666666	14.932031366991716	0.18518518518518517
k16_8ba0e809	HSat3	G2	chr21	0	0				
k16_8ba0e809	HSat3	G2	chr22	0	0				
k16_8ba0e809	HSat3	G2	chrX	38	0				
k16_8ba0e809	HSat3	G2	chrY	0	0				
k16_8ba0e809	HSat3	G3	chr1	38	38	6.0	5.605263157894737	6.884545175431948	0.02631578947368421
k16_8ba0e809	HSat3	G3	chr2	57	56	0.0	0.10714285714285714	1.7829893897273066	0.0
k16_8ba0e809	HSat3	G3	chr3	49	48	0.0	0.0	0.0	0.0
k16_8ba0e809	HSat3	G3	chr4	58	58	2.0	1.5172413793103448	7.049333882006487	0.0
k16_8ba0e809	HSat3	G3	chr5	70	70	0.0	0.1	0.2900321421906608	0.0
k16_8ba0e809	HSat3	G3	chr6	57	0				
k16_8ba0e809	HSat3	G3	chr7	70	70	0.0	0.02857142857142857	0.07404735669078216	0.0
k16_8ba0e809	HSat3	G3	chr8	66	0				
k16_8ba0e809	HSat3	G3	chr9	58	58	24.0	26.224137931034484	1.811681475594432	0.9655172413793104
k16_8ba0e809	HSat3	G3	chr10	70	70	9.0	8.785714285714286	14.013684100479619	0.45714285714285713
k16_8ba0e809	HSat3	G3	chr11	69	0				
k16_8ba0e809	HSat3	G3	chr12	70	0				
k16_8ba0e809	HSat3	G3	chr13	0	0				
k16_8ba0e809	HSat3	G3	chr14	0	0				
k16_8ba0e809	HSat3	G3	chr15	0	0				
k16_8ba0e809	HSat3	G3	chr16	60	60	0.0	0.0	0.0	0.0
k16_8ba0e809	HSat3	G3	chr17	44	44	2.0	1.9545454545454546	2.471466843447433	0.0
k16_8ba0e809	HSat3	G3	chr18	38	0				
k16_8ba0e809	HSat3	G3	chr19	66	0				
k16_8ba0e809	HSat3	G3	chr20	70	70	12.0	12.471428571428572	11.292524357929766	1.0
k16_8ba0e809	HSat3	G3	chr21	0	0				
k16_8ba0e809	HSat3	G3	chr22	0	0				
k16_8ba0e809	HSat3	G3	chrX	52	0				
k16_8ba0e809	HSat3	G3	chrY	1	1	58.0	58.0	3.3484987611997905	1.0
k16_8ba0e809	HSat3	G4	chr1	23	22	6.5	6.454545454545454	7.300502459652385	0.0
k16_8ba0e809	HSat3	G4	chr2	31	31	0.0	0.3548387096774194	6.043272025254284	0.0
k16_8ba0e809	HSat3	G4	chr3	28	28	0.0	0.0	0.0	0.0
k16_8ba0e809	HSat3	G4	chr4	28	28	1.5	1.4642857142857142	6.732480771378089	0.0
k16_8ba0e809	HSat3	G4	chr5	39	39	0.0	0.02564102564102564	0.040617615209834666	0.0
k16_8ba0e809	HSat3	G4	chr6	30	0				
k16_8ba0e809	HSat3	G4	chr7	39	39	0.0	0.07692307692307693	0.1741465715067881	0.0
k16_8ba0e809	HSat3	G4	chr8	36	0				
k16_8ba0e809	HSat3	G4	chr9	27	27	23.0	24.666666666666668	1.7373579667145638	0.9259259259259259
k16_8ba0e809	HSat3	G4	chr10	39	39	9.0	9.025641025641026	14.291987331290095	0.46153846153846156
k16_8ba0e809	HSat3	G4	chr11	39	0				
k16_8ba0e809	HSat3	G4	chr12	37	0				
k16_8ba0e809	HSat3	G4	chr13	0	0				
k16_8ba0e809	HSat3	G4	chr14	0	0				
k16_8ba0e809	HSat3	G4	chr15	0	0				
k16_8ba0e809	HSat3	G4	chr16	29	29	0.0	0.0	0.0	0.0
k16_8ba0e809	HSat3	G4	chr17	25	25	2.0	2.2	2.4547742435624325	0.0
k16_8ba0e809	HSat3	G4	chr18	27	0				
k16_8ba0e809	HSat3	G4	chr19	35	0				
k16_8ba0e809	HSat3	G4	chr20	39	39	12.0	15.974358974358974	18.40120631574296	0.6666666666666666
k16_8ba0e809	HSat3	G4	chr21	0	0				
k16_8ba0e809	HSat3	G4	chr22	0	0				
k16_8ba0e809	HSat3	G4	chrX	30	0				
k16_8ba0e809	HSat3	G4	chrY	1	1	48.0	48.0	5.549438327473281	1.0
k16_8ba0e809	HSat3	G5	chr1	31	30	6.0	5.833333333333333	7.12446352280783	0.0
k16_8ba0e809	HSat3	G5	chr2	39	39	0.0	0.28205128205128205	4.7267284894106245	0.0
k16_8ba0e809	HSat3	G5	chr3	26	26	0.0	0.0	0.0	0.0
k16_8ba0e809	HSat3	G5	chr4	40	40	2.0	1.675	7.831147371790969	0.0
k16_8ba0e809	HSat3	G5	chr5	47	47	0.0	0.0425531914893617	0.0631605508042154	0.0
k16_8ba0e809	HSat3	G5	chr6	37	0				
k16_8ba0e809	HSat3	G5	chr7	47	47	0.0	0.23404255319148937	0.5129923712438115	0.0
k16_8ba0e809	HSat3	G5	chr8	45	0				
k16_8ba0e809	HSat3	G5	chr9	40	40	27.0	27.65	1.8425249623565987	0.975
k16_8ba0e809	HSat3	G5	chr10	47	47	8.0	8.212765957446809	13.10847209720781	0.44680851063829785
k16_8ba0e809	HSat3	G5	chr11	46	0				
k16_8ba0e809	HSat3	G5	chr12	44	0				
k16_8ba0e809	HSat3	G5	chr13	0	0				
k16_8ba0e809	HSat3	G5	chr14	0	0				
k16_8ba0e809	HSat3	G5	chr15	0	0				
k16_8ba0e809	HSat3	G5	chr16	33	33	0.0	0.0	0.0	0.0
k16_8ba0e809	HSat3	G5	chr17	39	39	2.0	2.4871794871794872	2.763951372236319	0.0
k16_8ba0e809	HSat3	G5	chr18	39	0				
k16_8ba0e809	HSat3	G5	chr19	46	0				
k16_8ba0e809	HSat3	G5	chr20	47	47	91.0	114.74468085106383	98.6049961924722	1.0
k16_8ba0e809	HSat3	G5	chr21	0	0				
k16_8ba0e809	HSat3	G5	chr22	0	0				
k16_8ba0e809	HSat3	G5	chrX	28	0				
k16_8ba0e809	HSat3	G5	chrY	1	1	44.0	44.0	2.0273845278951756	1.0
k16_8ba0e809	HSat3	G6	chr1	34	34	6.0	5.352941176470588	6.662751019144646	0.0
k16_8ba0e809	HSat3	G6	chr2	39	38	0.0	0.10526315789473684	1.8397588444106745	0.0
k16_8ba0e809	HSat3	G6	chr3	34	34	0.0	0.0	0.0	0.0
k16_8ba0e809	HSat3	G6	chr4	34	34	2.0	1.4705882352941178	6.694467451097585	0.0
k16_8ba0e809	HSat3	G6	chr5	47	47	0.0	0.02127659574468085	0.030706373405652167	0.0
k16_8ba0e809	HSat3	G6	chr6	40	0				
k16_8ba0e809	HSat3	G6	chr7	47	47	0.0	0.10638297872340426	0.2716179209375642	0.0
k16_8ba0e809	HSat3	G6	chr8	47	0				
k16_8ba0e809	HSat3	G6	chr9	39	39	25.0	24.333333333333332	1.8422527572996048	0.9743589743589743
k16_8ba0e809	HSat3	G6	chr10	47	47	9.0	9.085106382978724	14.253535819886581	0.48936170212765956
k16_8ba0e809	HSat3	G6	chr11	47	0				
k16_8ba0e809	HSat3	G6	chr12	47	0				
k16_8ba0e809	HSat3	G6	chr13	0	0				
k16_8ba0e809	HSat3	G6	chr14	0	0				
k16_8ba0e809	HSat3	G6	chr15	0	0				
k16_8ba0e809	HSat3	G6	chr16	41	41	0.0	0.0	0.0	0.0
k16_8ba0e809	HSat3	G6	chr17	28	28	2.0	2.3214285714285716	2.842802014365772	0.0
k16_8ba0e809	HSat3	G6	chr18	25	0				
k16_8ba0e809	HSat3	G6	chr19	46	0				
k16_8ba0e809	HSat3	G6	chr20	47	47	8.0	8.23404255319149	14.078010366071922	0.19148936170212766
k16_8ba0e809	HSat3	G6	chr21	0	0				
k16_8ba0e809	HSat3	G6	chr22	0	0				
k16_8ba0e809	HSat3	G6	chrX	30	0				
k16_8ba0e809	HSat3	G6	chrY	0	0				
k16_8ba0e809	HSat3	G7	chr1	84	81	5.0	5.185185185185185	7.0254331217155785	0.0
k16_8ba0e809	HSat3	G7	chr2	104	103	0.0	0.0970873786407767	1.6628133738084279	0.0
k16_8ba0e809	HSat3	G7	chr3	88	86	0.0	0.0	0.0	0.0
k16_8ba0e809	HSat3	G7	chr4	91	91	2.0	1.4945054945054945	6.811649964935028	0.0
k16_8ba0e809	HSat3	G7	chr5	126	126	0.0	0.023809523809523808	0.034754288685016115	0.0
k16_8ba0e809	HSat3	G7	chr6	103	0				
k16_8ba0e809	HSat3	G7	chr7	126	126	0.0	0.031746031746031744	0.08496157952412339	0.0
k16_8ba0e809	HSat3	G7	chr8	121	0				
k16_8ba0e809	HSat3	G7	chr9	101	101	26.0	27.544554455445546	1.9414904496273795	0.9801980198019802
k16_8ba0e809	HSat3	G7	chr10	126	126	9.0	8.492063492063492	13.275852448999604	0.40476190476190477
k16_8ba0e809	HSat3	G7	chr11	125	0				
k16_8ba0e809	HSat3	G7	chr12	126	0				
k16_8ba0e809	HSat3	G7	chr13	0	0				
k16_8ba0e809	HSat3	G7	chr14	0	0				
k16_8ba0e809	HSat3	G7	chr15	0	0				
k16_8ba0e809	HSat3	G7	chr16	109	109	0.0	0.0	0.0	0.0
k16_8ba0e809	HSat3	G7	chr17	77	77	2.0	2.116883116883117	2.7141600493890543	0.0
k16_8ba0e809	HSat3	G7	chr18	76	0				
k16_8ba0e809	HSat3	G7	chr19	121	0				
k16_8ba0e809	HSat3	G7	chr20	126	126	12.0	12.444444444444445	11.237486811182372	0.9920634920634921
k16_8ba0e809	HSat3	G7	chr21	0	0				
k16_8ba0e809	HSat3	G7	chr22	0	0				
k16_8ba0e809	HSat3	G7	chrX	80	0				
k16_8ba0e809	HSat3	G7	chrY	0	0				
k16_8ba0e809	HSat3	NA	chr1	73	71	5.0	5.28169014084507	7.253179803696847	0.028169014084507043
k16_8ba0e809	HSat3	NA	chr2	92	92	0.0	0.09782608695652174	1.6924234714313275	0.0
k16_8ba0e809	HSat3	NA	chr3	80	80	0.0	0.0	0.0	0.0
k16_8ba0e809	HSat3	NA	chr4	93	93	1.0	1.3763440860215055	6.494152548353659	0.0
k16_8ba0e809	HSat3	NA	chr5	115	114	0.0	0.11403508771929824	0.2183575731235421	0.0
k16_8ba0e809	HSat3	NA	chr6	101	0				
k16_8ba0e809	HSat3	NA	chr7	60	60	0.0	0.0	0.0	0.0
k16_8ba0e809	HSat3	NA	chr8	127	0				
k16_8ba0e809	HSat3	NA	chr9	98	97	27.0	26.79381443298969	1.828316363354352	0.9690721649484536
k16_8ba0e809	HSat3	NA	chr10	119	118	9.0	9.347457627118644	14.493898364448325	0.4830508474576271
k16_8ba0e809	HSat3	NA	chr11	130	0				
k16_8ba0e809	HSat3	NA	chr12	126	0				
k16_8ba0e809	HSat3	NA	chr13	0	0				
k16_8ba0e809	HSat3	NA	chr14	0	0				
k16_8ba0e809	HSat3	NA	chr15	0	0				
k16_8ba0e809	HSat3	NA	chr16	103	102	0.0	0.0	0.0	0.0
k16_8ba0e809	HSat3	NA	chr17	65	65	2.0	2.076923076923077	2.5223705305509334	0.0
k16_8ba0e809	HSat3	NA	chr18	84	0				
k16_8ba0e809	HSat3	NA	chr19	128	0				
k16_8ba0e809	HSat3	NA	chr20	84	84	12.0	41.785714285714285	40.08313951155965	0.7619047619047619
k16_8ba0e809	HSat3	NA	chr21	0	0				
k16_8ba0e809	HSat3	NA	chr22	0	0				
k16_8ba0e809	HSat3	NA	chrX	91	0				
k16_8ba0e809	HSat3	NA	chrY	1	1	55.0	55.0	3.481597698853826	1.0
k16_8f53d4f9	HSat3	G1	chr1	40	39	37.0	36.87179487179487	46.407366314190135	1.0
k16_8f53d4f9	HSat3	G1	chr2	53	53	8.0	8.566037735849056	140.70106942110186	0.32075471698113206
k16_8f53d4f9	HSat3	G1	chr3	35	35	7.0	7.685714285714286	38.87169205874452	0.08571428571428572
k16_8f53d4f9	HSat3	G1	chr4	48	48	9.5	11.083333333333334	52.61264817951831	0.5
k16_8f53d4f9	HSat3	G1	chr5	59	59	56.0	66.91525423728814	176.81143154873962	1.0
k16_8f53d4f9	HSat3	G1	chr6	40	0				
k16_8f53d4f9	HSat3	G1	chr7	59	59	121.0	124.49152542372882	279.4775151682664	1.0
k16_8f53d4f9	HSat3	G1	chr8	53	0				
k16_8f53d4f9	HSat3	G1	chr9	49	49	33686.0	32680.714285714286	2288.3414125506247	1.0
k16_8f53d4f9	HSat3	G1	chr10	59	59	52.0	53.42372881355932	82.52442423177864	1.0
k16_8f53d4f9	HSat3	G1	chr11	57	0				
k16_8f53d4f9	HSat3	G1	chr12	58	0				
k16_8f53d4f9	HSat3	G1	chr13	0	0				
k16_8f53d4f9	HSat3	G1	chr14	0	0				
k16_8f53d4f9	HSat3	G1	chr15	0	0				
k16_8f53d4f9	HSat3	G1	chr16	45	43	2.0	2.0	123.41550988543884	0.0
k16_8f53d4f9	HSat3	G1	chr17	42	42	37.0	37.38095238095238	41.887749050015195	1.0
k16_8f53d4f9	HSat3	G1	chr18	44	0				
k16_8f53d4f9	HSat3	G1	chr19	55	0				
k16_8f53d4f9	HSat3	G1	chr20	59	59	159.0	176.22033898305085	136.28622871243712	1.0
k16_8f53d4f9	HSat3	G1	chr21	0	0				
k16_8f53d4f9	HSat3	G1	chr22	0	0				
k16_8f53d4f9	HSat3	G1	chrX	44	1	14.0	14.0	32.75167910840572	1.0
k16_8f53d4f9	HSat3	G1	chrY	0	0				
k16_8f53d4f9	HSat3	G2	chr1	35	35	33.0	34.25714285714286	48.83277251670384	1.0
k16_8f53d4f9	HSat3	G2	chr2	41	39	8.0	8.35897435897436	140.88226002802952	0.1794871794871795
k16_8f53d4f9	HSat3	G2	chr3	47	47	7.0	6.829787234042553	37.94215912870619	0.0
k16_8f53d4f9	HSat3	G2	chr4	39	39	9.0	11.794871794871796	53.18619411272768	0.48717948717948717
k16_8f53d4f9	HSat3	G2	chr5	54	54	44.5	60.611111111111114	181.3944896754502	1.0
k16_8f53d4f9	HSat3	G2	chr6	44	0				
k16_8f53d4f9	HSat3	G2	chr7	54	54	119.5	109.53703703703704	273.0883503833879	1.0
k16_8f53d4f9	HSat3	G2	chr8	53	0				
k16_8f53d4f9	HSat3	G2	chr9	47	47	30808.0	31776.574468085106	2291.0860018314556	0.9574468085106383
k16_8f53d4f9	HSat3	G2	chr10	54	54	55.0	53.46296296296296	83.54451933194711	1.0
k16_8f53d4f9	HSat3	G2	chr11	54	0				
k16_8f53d4f9	HSat3	G2	chr12	53	0				
k16_8f53d4f9	HSat3	G2	chr13	0	0				
k16_8f53d4f9	HSat3	G2	chr14	0	0				
k16_8f53d4f9	HSat3	G2	chr15	0	0				
k16_8f53d4f9	HSat3	G2	chr16	49	47	2.0	1.9148936170212767	118.52913248527935	0.0
k16_8f53d4f9	HSat3	G2	chr17	37	37	33.0	34.54054054054054	44.06896703686093	1.0
k16_8f53d4f9	HSat3	G2	chr18	35	0				
k16_8f53d4f9	HSat3	G2	chr19	54	0				
k16_8f53d4f9	HSat3	G2	chr20	54	54	126.5	124.22222222222223	191.88518469306595	1.0
k16_8f53d4f9	HSat3	G2	chr21	0	0				
k16_8f53d4f9	HSat3	G2	chr22	0	0				
k16_8f53d4f9	HSat3	G2	chrX	38	0				
k16_8f53d4f9	HSat3	G2	chrY	0	0				
k16_8f53d4f9	HSat3	G3	chr1	38	38	34.5	36.05263157894737	44.28087741944493	1.0
k16_8f53d4f9	HSat3	G3	chr2	57	56	8.0	8.410714285714286	139.96466709359356	0.125
k16_8f53d4f9	HSat3	G3	chr3	49	48	7.0	6.875	38.84035871072137	0.0
k16_8f53d4f9	HSat3	G3	chr4	58	58	10.5	11.258620689655173	52.30926164716177	0.5862068965517241
k16_8f53d4f9	HSat3	G3	chr5	70	70	41.0	64.55714285714286	187.23646436565662	1.0
k16_8f53d4f9	HSat3	G3	chr6	57	0				
k16_8f53d4f9	HSat3	G3	chr7	70	70	113.5	104.4	270.56904134811805	1.0
k16_8f53d4f9	HSat3	G3	chr8	66	0				
k16_8f53d4f9	HSat3	G3	chr9	58	58	33366.5	33359.43103448276	2304.6196370870875	1.0
k16_8f53d4f9	HSat3	G3	chr10	70	70	55.0	53.52857142857143	85.38093386097094	1.0
k16_8f53d4f9	HSat3	G3	chr11	69	0				
k16_8f53d4f9	HSat3	G3	chr12	70	0				
k16_8f53d4f9	HSat3	G3	chr13	0	0				
k16_8f53d4f9	HSat3	G3	chr14	0	0				
k16_8f53d4f9	HSat3	G3	chr15	0	0				
k16_8f53d4f9	HSat3	G3	chr16	60	60	2.0	1.9666666666666666	120.82117442277172	0.0
k16_8f53d4f9	HSat3	G3	chr17	44	44	34.5	35.25	44.57261714170894	1.0
k16_8f53d4f9	HSat3	G3	chr18	38	0				
k16_8f53d4f9	HSat3	G3	chr19	66	0				
k16_8f53d4f9	HSat3	G3	chr20	70	70	234.0	234.9142857142857	212.70821367903446	1.0
k16_8f53d4f9	HSat3	G3	chr21	0	0				
k16_8f53d4f9	HSat3	G3	chr22	0	0				
k16_8f53d4f9	HSat3	G3	chrX	52	0				
k16_8f53d4f9	HSat3	G3	chrY	1	1	155.0	155.0	8.948574275620128	1.0
k16_8f53d4f9	HSat3	G4	chr1	23	22	38.0	37.68181818181818	42.62053900740723	1.0
k16_8f53d4f9	HSat3	G4	chr2	31	31	8.0	8.419354838709678	143.39036350830622	0.3870967741935484
k16_8f53d4f9	HSat3	G4	chr3	28	28	7.0	6.821428571428571	38.414970173088605	0.0
k16_8f53d4f9	HSat3	G4	chr4	28	28	11.0	11.357142857142858	52.21777769020079	0.5714285714285714
k16_8f53d4f9	HSat3	G4	chr5	39	39	102.0	116.2051282051282	184.0790321309707	1.0
k16_8f53d4f9	HSat3	G4	chr6	30	0				
k16_8f53d4f9	HSat3	G4	chr7	39	39	118.0	119.07692307692308	269.578892692508	1.0
k16_8f53d4f9	HSat3	G4	chr8	36	0				
k16_8f53d4f9	HSat3	G4	chr9	27	27	32197.0	32477.11111111111	2287.4743672201203	1.0
k16_8f53d4f9	HSat3	G4	chr10	39	39	54.0	54.56410256410256	86.40155977552647	1.0
k16_8f53d4f9	HSat3	G4	chr11	39	0				
k16_8f53d4f9	HSat3	G4	chr12	37	0				
k16_8f53d4f9	HSat3	G4	chr13	0	0				
k16_8f53d4f9	HSat3	G4	chr14	0	0				
k16_8f53d4f9	HSat3	G4	chr15	0	0				
k16_8f53d4f9	HSat3	G4	chr16	29	29	2.0	2.0	122.1680189402556	0.0
k16_8f53d4f9	HSat3	G4	chr17	25	25	37.0	37.12	41.41873632774432	1.0
k16_8f53d4f9	HSat3	G4	chr18	27	0				
k16_8f53d4f9	HSat3	G4	chr19	35	0				
k16_8f53d4f9	HSat3	G4	chr20	39	39	150.0	162.56410256410257	187.261072298251	1.0
k16_8f53d4f9	HSat3	G4	chr21	0	0				
k16_8f53d4f9	HSat3	G4	chr22	0	0				
k16_8f53d4f9	HSat3	G4	chrX	30	0				
k16_8f53d4f9	HSat3	G4	chrY	1	1	104.0	104.0	12.023783042858774	1.0
k16_8f53d4f9	HSat3	G5	chr1	31	30	36.5	37.7	46.044389967403745	1.0
k16_8f53d4f9	HSat3	G5	chr2	39	39	8.0	8.58974358974359	143.95036763205084	0.28205128205128205
k16_8f53d4f9	HSat3	G5	chr3	26	26	7.0	6.576923076923077	37.247314544858504	0.038461538461538464
k16_8f53d4f9	HSat3	G5	chr4	40	40	9.0	10.925	51.07778211153213	0.475
k16_8f53d4f9	HSat3	G5	chr5	47	47	100.0	94.91489361702128	140.87960856880244	1.0
k16_8f53d4f9	HSat3	G5	chr6	37	0				
k16_8f53d4f9	HSat3	G5	chr7	47	47	120.0	128.7659574468085	282.2390755243225	1.0
k16_8f53d4f9	HSat3	G5	chr8	45	0				
k16_8f53d4f9	HSat3	G5	chr9	40	40	33717.0	34483.1	2297.865190938113	1.0
k16_8f53d4f9	HSat3	G5	chr10	47	47	51.0	52.1063829787234	83.16748229549722	1.0
k16_8f53d4f9	HSat3	G5	chr11	46	0				
k16_8f53d4f9	HSat3	G5	chr12	44	0				
k16_8f53d4f9	HSat3	G5	chr13	0	0				
k16_8f53d4f9	HSat3	G5	chr14	0	0				
k16_8f53d4f9	HSat3	G5	chr15	0	0				
k16_8f53d4f9	HSat3	G5	chr16	33	33	2.0	2.0	120.09651392573669	0.0
k16_8f53d4f9	HSat3	G5	chr17	39	39	36.0	37.61538461538461	41.80120271206887	1.0
k16_8f53d4f9	HSat3	G5	chr18	39	0				
k16_8f53d4f9	HSat3	G5	chr19	46	0				
k16_8f53d4f9	HSat3	G5	chr20	47	47	162.0	176.5531914893617	151.71968448083337	1.0
k16_8f53d4f9	HSat3	G5	chr21	0	0				
k16_8f53d4f9	HSat3	G5	chr22	0	0				
k16_8f53d4f9	HSat3	G5	chrX	28	0				
k16_8f53d4f9	HSat3	G5	chrY	1	1	195.0	195.0	8.98499961226271	1.0
k16_8f53d4f9	HSat3	G6	chr1	34	34	37.0	36.911764705882355	45.94369521443149	1.0
k16_8f53d4f9	HSat3	G6	chr2	39	38	8.0	8.052631578947368	140.74155159741662	0.10526315789473684
k16_8f53d4f9	HSat3	G6	chr3	34	34	7.0	6.911764705882353	37.48801579920461	0.0
k16_8f53d4f9	HSat3	G6	chr4	34	34	11.0	11.735294117647058	53.42185025975873	0.5588235294117647
k16_8f53d4f9	HSat3	G6	chr5	47	47	93.0	93.85106382978724	135.44581309233172	1.0
k16_8f53d4f9	HSat3	G6	chr6	40	0				
k16_8f53d4f9	HSat3	G6	chr7	47	47	114.0	105.7872340425532	270.0968605803139	1.0
k16_8f53d4f9	HSat3	G6	chr8	47	0				
k16_8f53d4f9	HSat3	G6	chr9	39	39	28533.0	30205.128205128207	2286.8005775541988	1.0
k16_8f53d4f9	HSat3	G6	chr10	47	47	54.0	54.4468085106383	85.42107298147485	1.0
k16_8f53d4f9	HSat3	G6	chr11	47	0				
k16_8f53d4f9	HSat3	G6	chr12	47	0				
k16_8f53d4f9	HSat3	G6	chr13	0	0				
k16_8f53d4f9	HSat3	G6	chr14	0	0				
k16_8f53d4f9	HSat3	G6	chr15	0	0				
k16_8f53d4f9	HSat3	G6	chr16	41	41	2.0	2.0	120.99249256338827	0.0
k16_8f53d4f9	HSat3	G6	chr17	28	28	33.5	35.67857142857143	43.691680190021636	1.0
k16_8f53d4f9	HSat3	G6	chr18	25	0				
k16_8f53d4f9	HSat3	G6	chr19	46	0				
k16_8f53d4f9	HSat3	G6	chr20	47	47	130.0	123.63829787234043	211.3884192176846	0.9574468085106383
k16_8f53d4f9	HSat3	G6	chr21	0	0				
k16_8f53d4f9	HSat3	G6	chr22	0	0				
k16_8f53d4f9	HSat3	G6	chrX	30	0				
k16_8f53d4f9	HSat3	G6	chrY	0	0				
k16_8f53d4f9	HSat3	G7	chr1	84	81	33.0	33.72839506172839	45.698769734588	1.0
k16_8f53d4f9	HSat3	G7	chr2	104	103	8.0	8.262135922330097	141.5054181110972	0.1262135922330097
k16_8f53d4f9	HSat3	G7	chr3	88	86	7.0	6.616279069767442	36.85289967552609	0.0
k16_8f53d4f9	HSat3	G7	chr4	91	91	11.0	11.505494505494505	52.439687597698345	0.5494505494505495
k16_8f53d4f9	HSat3	G7	chr5	126	126	90.0	89.64285714285714	130.84989689908568	1.0
k16_8f53d4f9	HSat3	G7	chr6	103	0				
k16_8f53d4f9	HSat3	G7	chr7	126	126	112.0	100.42857142857143	268.7759568245644	1.0
k16_8f53d4f9	HSat3	G7	chr8	121	0				
k16_8f53d4f9	HSat3	G7	chr9	101	101	31277.0	32697.247524752474	2304.6803643563444	1.0
k16_8f53d4f9	HSat3	G7	chr10	126	126	55.0	54.44444444444444	85.11434373844605	1.0
k16_8f53d4f9	HSat3	G7	chr11	125	0				
k16_8f53d4f9	HSat3	G7	chr12	126	0				
k16_8f53d4f9	HSat3	G7	chr13	0	0				
k16_8f53d4f9	HSat3	G7	chr14	0	0				
k16_8f53d4f9	HSat3	G7	chr15	0	0				
k16_8f53d4f9	HSat3	G7	chr16	109	109	2.0	2.0275229357798166	122.65056188941803	0.0
k16_8f53d4f9	HSat3	G7	chr17	77	77	34.0	35.38961038961039	45.37476156187222	1.0
k16_8f53d4f9	HSat3	G7	chr18	76	0				
k16_8f53d4f9	HSat3	G7	chr19	121	0				
k16_8f53d4f9	HSat3	G7	chr20	126	126	233.0	235.15079365079364	212.34406679114954	1.0
k16_8f53d4f9	HSat3	G7	chr21	0	0				
k16_8f53d4f9	HSat3	G7	chr22	0	0				
k16_8f53d4f9	HSat3	G7	chrX	80	0				
k16_8f53d4f9	HSat3	G7	chrY	0	0				
k16_8f53d4f9	HSat3	NA	chr1	73	71	34.0	33.42253521126761	45.89812179779364	1.0
k16_8f53d4f9	HSat3	NA	chr2	92	92	8.0	8.043478260869565	139.15481876213138	0.10869565217391304
k16_8f53d4f9	HSat3	NA	chr3	80	80	7.0	7.0375	37.937448088700584	0.0
k16_8f53d4f9	HSat3	NA	chr4	93	93	9.0	11.279569892473118	53.22160955642959	0.4731182795698925
k16_8f53d4f9	HSat3	NA	chr5	115	114	88.5	79.21052631578948	151.6745296388912	1.0
k16_8f53d4f9	HSat3	NA	chr6	101	0				
k16_8f53d4f9	HSat3	NA	chr7	60	60	103.5	97.9	264.7189290213021	1.0
k16_8f53d4f9	HSat3	NA	chr8	127	0				
k16_8f53d4f9	HSat3	NA	chr9	98	97	32352.0	33769.85567010309	2304.337064966191	1.0
k16_8f53d4f9	HSat3	NA	chr10	119	118	54.0	55.279661016949156	85.71504898576285	1.0
k16_8f53d4f9	HSat3	NA	chr11	130	0				
k16_8f53d4f9	HSat3	NA	chr12	126	0				
k16_8f53d4f9	HSat3	NA	chr13	0	0				
k16_8f53d4f9	HSat3	NA	chr14	0	0				
k16_8f53d4f9	HSat3	NA	chr15	0	0				
k16_8f53d4f9	HSat3	NA	chr16	103	102	2.0	1.9803921568627452	121.60177225553228	0.0
k16_8f53d4f9	HSat3	NA	chr17	65	65	36.0	35.10769230769231	42.63740407938688	1.0
k16_8f53d4f9	HSat3	NA	chr18	84	0				
k16_8f53d4f9	HSat3	NA	chr19	128	0				
k16_8f53d4f9	HSat3	NA	chr20	84	84	218.5	201.16666666666666	192.9700545488134	0.9880952380952381
k16_8f53d4f9	HSat3	NA	chr21	0	0				
